,host_id,host_location,host_acceptance_rate,bathrooms,amenities,review_scores_value
492,400315550,,100%,3.0,"[""Heating"", ""Paid parking lot off premises"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.59
493,132089155,,100%,2.0,"[""Central air conditioning"", ""Heating"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Iron"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Free washer \u2013 In unit"", ""Smart lock"", ""Exterior security cameras on property"", ""Hangers"", ""48 inch HDTV with Roku"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",4.56
494,400330361,,100%,4.0,"[""Heating"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.76
495,400330361,,100%,3.0,"[""Heating"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Piano"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV"", ""Wifi""]",4.7
496,401242783,,100%,3.0,"[""Heating"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.62
497,401242783,,100%,3.0,"[""Heating"", ""Conditioner"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Stove"", ""Dryer"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",4.64
498,394741679,,69%,1.0,"[""Heating"", ""Luggage dropoff allowed"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.94
499,394741679,,69%,1.0,"[""Heating"", ""Luggage dropoff allowed"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",5.0
500,3917069,"Cambridge, MA",93%,1.0,"[""Central air conditioning"", ""Luggage dropoff allowed"", ""BBQ grill: gas"", ""Laundromat nearby"", ""Conditioner"", ""55 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Free dryer \u2013 In unit"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""Shared patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Bidet"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Exterior security cameras on property"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Ceiling fan"", ""Induction stove"", ""Free parking on premises"", ""Cooking basics"", ""Toaster"", ""Barbecue utensils"", ""Outdoor furniture"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.92
501,224829568,"Boston, MA",99%,1.0,"[""Heating"", ""Coffee maker"", ""Fast wifi \u2013 91 Mbps"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Exterior security cameras on property"", ""Hangers"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""TV""]",4.13
502,224829568,"Boston, MA",99%,1.0,"[""Heating"", ""Coffee maker"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Self check-in"", ""Fast wifi \u2013 95 Mbps"", ""Shampoo"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Exterior security cameras on property"", ""Hangers"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""TV""]",4.43
503,224829568,"Boston, MA",99%,2.0,"[""Heating"", ""Coffee maker"", ""Iron"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Cooking basics"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Fast wifi \u2013 100 Mbps"", ""Kitchen"", ""Keypad"", ""TV""]",4.66
504,224829568,"Boston, MA",99%,1.0,"[""Heating"", ""Coffee maker"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Exterior security cameras on property"", ""Hangers"", ""Fast wifi \u2013 99 Mbps"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""TV""]",4.61
505,224829568,"Boston, MA",99%,1.0,"[""Heating"", ""Coffee maker"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Noise decibel monitors on property"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Exterior security cameras on property"", ""Hangers"", ""Fast wifi \u2013 98 Mbps"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""TV""]",4.59
506,394741679,,69%,1.0,"[""Smoke alarm"", ""Essentials"", ""Body soap"", ""Lock on bedroom door"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Cooking basics"", ""Bed linens"", ""Dedicated workspace"", ""Shampoo"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""Wifi""]",4.82
507,162885740,,100%,1.0,"[""Smoke alarm"", ""Essentials"", ""Window AC unit"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Paid washer \u2013 In building"", ""Fire extinguisher"", ""Free parking on premises"", ""Dedicated workspace"", ""Self check-in"", ""First aid kit"", ""Shampoo"", ""Hangers"", ""Carbon monoxide alarm"", ""Keypad"", ""Iron"", ""Wifi""]",4.6
508,409075924,,99%,1.5,"[""Heating"", ""Coffee maker"", ""Conditioner"", ""Safe"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Washer"", ""Clothing storage"", ""Ethernet connection"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Self check-in"", ""Rice maker"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Smart lock"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hangers"", ""Free parking on premises"", ""Hot water kettle"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV"", ""Wifi""]",4.71
509,43450256,"Cambridge, MA",55%,1.0,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Window AC unit"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Kitchen"", ""Shampoo"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""TV"", ""Wifi""]",4.5
510,394741679,,69%,1.0,"[""Heating"", ""Washer"", ""Refrigerator"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Hangers"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Lock on bedroom door"", ""Dryer"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",4.71
511,394741679,,69%,1.0,"[""Heating"", ""Iron"", ""Washer"", ""Refrigerator"", ""Fire extinguisher"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Freezer"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",5.0
512,16204830,"Cambridge, MA",60%,1.0,"[""Single oven"", ""Conditioner"", ""Clothing storage: wardrobe"", ""Free dryer \u2013 In unit"", ""Host greets you"", ""Iron"", ""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Free street parking"", ""Shampoo"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Kitchenette"", ""Hot water"", ""Microwave"", ""Patio or balcony"", ""Outdoor dining area"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Long term stays allowed"", ""Wifi""]",4.33
513,45011296,"Cambridge, MA",96%,1.0,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.6
514,45011296,"Cambridge, MA",96%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Free parking on premises"", ""Mini fridge"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.62
515,7848820,,98%,1.0,"[""Baking sheet"", ""Central air conditioning"", ""Heating"", ""Books and reading material"", ""BBQ grill: gas"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Paid parking lot off premises"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 2 spaces"", ""Self check-in"", ""Rice maker"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Exterior security cameras on property"", ""Hangers"", ""Ceiling fan"", ""Hot water kettle"", ""Fast wifi \u2013 74 Mbps"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Barbecue utensils"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed""]",4.5
516,7848820,,98%,1.5,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Paid parking lot off premises"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Washer"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Fast wifi \u2013 73 Mbps"", ""Self check-in"", ""BBQ grill"", ""Rice maker"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Paid parking lot on premises"", ""Exterior security cameras on property"", ""Hangers"", ""Ceiling fan"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Dryer"", ""Stove"", ""Barbecue utensils"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed""]",4.73
517,7848820,,98%,1.5,"[""Baking sheet"", ""Central air conditioning"", ""Heating"", ""Luggage dropoff allowed"", ""BBQ grill: gas"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Free street parking"", ""Stainless steel oven"", ""Self check-in"", ""Rice maker"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Freezer"", ""Paid parking lot on premises"", ""Fast wifi \u2013 61 Mbps"", ""Hangers"", ""Outdoor dining area"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Park view"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Barbecue utensils"", ""Outdoor furniture"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""TV""]",4.0
518,7848820,,98%,1.0,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Laundromat nearby"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Coffee"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Room-darkening shades"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Rice maker"", ""Shampoo"", ""Oven"", ""Courtyard view"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Garden view"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Paid parking lot on premises"", ""Exterior security cameras on property"", ""Hangers"", ""Ceiling fan"", ""Hot water kettle"", ""Cooking basics"", ""Park view"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Stove"", ""Fast wifi \u2013 215 Mbps"", ""Barbecue utensils"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""TV""]",5.0
519,62982808,"Cambridge, MA",,2.5,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Electric stove"", ""Conditioner"", ""Safe"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Private gym in building"", ""Clothing storage: closet"", ""Ethernet connection"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Room-darkening shades"", ""Long term stays allowed"", ""Blender"", ""Free street parking"", ""Stainless steel oven"", ""BBQ grill"", ""Self check-in"", ""Bidet"", ""Shampoo"", ""Board games"", ""Paid street parking off premises"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Radiant heating"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Free washer \u2013 In unit"", ""Freezer"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Private backyard \u2013 Fully fenced"", ""Hammock"", ""Alexa Bluetooth sound system"", ""Toaster"", ""55 inch HDTV with Amazon Prime Video, Apple TV, HBO Max, Hulu, Netflix"", ""Barbecue utensils"", ""Outdoor furniture"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Indoor fireplace"", ""Private patio or balcony"", ""Wifi""]",5.0
520,45011296,"Cambridge, MA",96%,,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Shared patio or balcony"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Pool"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.8
521,45011296,"Cambridge, MA",96%,1.0,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Free parking on premises"", ""Cooking basics"", ""Lock on bedroom door"", ""Bathtub"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",4.76
522,7848820,,98%,1.0,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Paid parking lot off premises"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Babysitter recommendations"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Room-darkening shades"", ""Fire extinguisher"", ""Free street parking"", ""Self check-in"", ""BBQ grill"", ""Oven"", ""Wifi \u2013 45 Mbps"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Microwave"", ""Freezer"", ""Paid parking lot on premises"", ""Outdoor dining area"", ""Hangers"", ""Ceiling fan"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Dryer"", ""Barbecue utensils"", ""Outdoor furniture"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""TV""]",4.58
523,11274561,,97%,1.0,"[""Central air conditioning"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Laundromat nearby"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Pack \u2019n play/Travel crib - available upon request"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Free washer \u2013 In unit"", ""Freezer"", ""Exterior security cameras on property"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Clothing storage: wardrobe and dresser"", ""Cooking basics"", ""Hot water kettle"", ""55 inch HDTV"", ""Toaster"", ""Bathtub"", ""City skyline view"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Standalone high chair - available upon request"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Keypad"", ""Wifi""]",4.82
524,10825995,"Boston, MA",99%,,"[""Heating"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Cooking basics"", ""Stove"", ""TV with standard cable"", ""Bed linens"", ""Carbon monoxide alarm"", ""Kitchen"", ""Keypad"", ""Long term stays allowed"", ""Wifi""]",5.0
525,421489033,,,,"[""Books and reading material"", ""Outdoor kitchen"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Iron"", ""Washer"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""BBQ grill"", ""Rice maker"", ""Oven"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Patio or balcony"", ""Outdoor dining area"", ""Hangers"", ""Shared gym in building"", ""Free parking on premises"", ""Hot water kettle"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Kitchen"", ""Wifi""]",
526,229497500,"Cambridge, MA",97%,2.0,"[""Central air conditioning"", ""Heating"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Paid parking lot on premises \u2013 1 space"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Exterior security cameras on property"", ""Hangers"", ""Lock on bedroom door"", ""Bathtub"", ""Bed linens"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Wifi""]",4.65
527,229497500,"Cambridge, MA",97%,2.0,"[""Heating"", ""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Paid parking lot on premises \u2013 1 space"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Microwave"", ""Exterior security cameras on property"", ""Hangers"", ""Mini fridge"", ""Lock on bedroom door"", ""Bathtub"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",4.45
